codice_identificativo;codice_istat;denominazione;comune;prov;cap;Indirizzo;superficie;tot_consistenza_documenti;spese_tot;WGS84_Y;WGS84_X
1179;12100;Masciago Primo - Biblioteca Comunale;MASCIAGO PRIMO;VA;21030;VIA GIANOLI ;20;728;189,1;45,9163341;8,78066415
1180;15178;Pozzuolo Martesana - Biblioteca Comunale;POZZUOLO MARTESANA;MI;20060;VIA ALCIDE DE GASPERI 1;108;9291;53220,65;45,51481958;9,45372147
1181;108033;Monza - Biblioteca Civica Centrale;MONZA;MB;20052;VIA GIULIANI 1;2252;142068;1465144;45,58391405;9,27144525
1182;20060;Schivenoglia - Biblioteca Comunale;SCHIVENOGLIA;MN;46020;VIA GIACOMO MATTEOTTI 49;40;3040;10781;44,9952691;11,07281464
1183;20015;Castel Goffredo - Biblioteca Comunale;CASTEL GOFFREDO;MN;46042;PIAZZA GIACOMO MATTEOTTI 7;170;36642;117498;45,2964441;10,47500177
1184;18133;San Cipriano Po - Biblioteca Comunale Lino Aldani;SAN CIPRIANO PO;PV;27043;PIAZZETTA XX SETTEMBRE 1;50;2143;1298,85;45,10912919;9,28259615
1185;16131;Madone - Biblioteca Comunale 'Leonardo da Vinci';MADONE;BG;24040;VIA CARSO 10;254;14405;41459,97;45,65242919;9,54716664
1186;19046;Gadesco Pieve Delmona - Biblioteca Comunale;GADESCO-PIEVE DELMONA;CR;26030;VIA GIOVANNI LONATI ;158;18626;40915,54;45,15784647;10,10247065
1187;17097;Maclodio - Biblioteca Comunale;MACLODIO;BS;25030;VIA GIOVANNI FALCONE ;176;6727;18387,72;45,47812011;10,03751968
1188;16178;Ranica - Biblioteca Comunale;RANICA;BG;24020;PASSAGGIO SCIOPERO DI RANICA 1909 ;799;32392;117083,7;45,728256;9,7159557
1189;18146;Sartirana Lomellina - Biblioteca Civica;SARTIRANA LOMELLINA;PV;27020;VIA CASTELLO 8;120;6158;12668,1;45,11570627;8,66206339
1190;16024;Bergamo - Biblioteca professionale provinciale di biblioteconomia;BERGAMO;BG;24121;VIA BORGO S. CATERINA 19;100;1931;0;45,70473114;9,67998296
1191;18118;Portalbera - Biblioteca Comunale;PORTALBERA;PV;27040;VIA GIUSEPPE MAZZINI 1;20;2327;3424,81;45,09934623;9,32144545
1192;12098;Marnate - Biblioteca Comunale;MARNATE;VA;21050;PIAZZA SANT' ILARIO 1;200;21086;48350,55;45,6292435;8,9011649
1193;97009;Bosisio Parini - Biblioteca Comunale;BOSISIO PARINI;LC;23842;VIA ANDREA APPIANI 10;320;12417;13659,39;45,8023244;9,28726602
1194;13046;Carimate - Biblioteca Comunale;CARIMATE;CO;22060;VIA GIOVANNI XXIII 16;200;22247;40462,69;45,70100193;9,11546163
1195;19017;Casale Cremasco Vidolasco - Biblioteca Comunale;CASALE CREMASCO-VIDOLASCO;CR;26010;VIA ROMA 56;98;4395;24294,39;45,4332927;9,7131404
1196;97059;Olginate - Biblioteca Comunale;OLGINATE;LC;23854;PIAZZA M. D'ADDA 1;214;25521;104325,99;45,80037403;9,414943
1197;16247;Costa di Serina - Biblioteca Comunale;COSTA DI SERINA;BG;24010;VIA EUROPA 12;0;4826;1867,64;45,82764553;9,73297964
1198;108009;Biassono - Biblioteca Comunale;BIASSONO;MB;20046;VIA SAN MARTINO 9;310;26933;132311,55;45,63067249;9,27475344
1199;15205;Segrate - Biblioteca Comunale - Sede decentrata di Milano 2;SEGRATE;MI;20090;CENTRO CIVICO DI CASCINA OVI ;150;9975;;;
1200;19081;Ripalta Cremasca - Biblioteca Comunale;RIPALTA CREMASCA;CR;26010;VIA ROMA 5;92;12320;22145,92;45,3347156;9,6942221
1201;15071;Cerro al Lambro - Biblioteca Comunale;CERRO AL LAMBRO;MI;20070;PIAZZA ROMA 20;60;5782;22895,82;45,37837;9,3439825
1202;15007;Arconate - Biblioteca Comunale;ARCONATE;MI;20020;VIA ROMA 42;680;24083;81036,61;45,54137604;8,85130969
1203;17066;Dello - Biblioteca Comunale;DELLO;BS;25020;VIA XI FEBBRAIO 5;178;7304;27022,65;45,41751881;10,07566848
1204;19043;Fiesco - Biblioteca Comunale;FIESCO;CR;26010;VIA GIUSEPPE PARINI 10;395;13686;13825,78;45,33664959;9,77902338
1205;17184;Temù - Biblioteca Comunale;TEMA;BS;25050;VIA ADAMELLO 1;100;4209;5015,81;46,2496062;10,4697481
1206;16198;Seriate - Biblioteca Comunale;SERIATE;BG;24068;VIA ITALIA 58;1197;76221;272271,22;45,68494475;9,7173451
1207;108042;Sulbiate - Biblioteca Comunale;SULBIATE;MB;20050;VIA MADRE LAURA 3;520;15770;39831;45,63415808;9,42080725
1208;16129;Lurano - Biblioteca Comunale;LURANO;BG;24050;VIA SAN LINO 15;215;12755;36829,51;45,5680532;9,63924838
1209;16141;Mornico al Serio - Biblioteca Comunale Angiola Gambarini;MORNICO AL SERIO;BG;24050;PIAZZA S.ANDREA 2;250;12782;38907,87;45,59171766;9,80796462
1210;14007;Berbenno di Valtellina - Biblioteca Comunale G.B. Noghera;BERBENNO DI VALTELLINA;SO;23010;VIA ROMA 241;200;12196;64933,88;46,16862514;9,74374019
1211;20059;San Martino dall'Argine - Biblioteca Comunale;SAN MARTINO DALL'ARGINE;MN;26040;PIAZZA CASTELLO 3 ;60;6184;24137,02;45,09990195;10,51861442
1212;16026;Bianzano - Biblioteca Comunale;BIANZANO;BG;24060; C/O MUNICIPIO - VIA FORCELLA ;46;561;2439,48;45,77354226;9,91787983
1213;16170;Ponte San Pietro - Biblioteca Comunale;PONTE SAN PIETRO;BG;24036;VIA PIAVE 22;1085;59395;189113,49;45,69874072;9,58996918
1214;17008;Azzano Mella - Biblioteca Comunale;AZZANO MELLA;BS;25020;VIA VITTORIO VENETO 2;45;8280;20747,88;45,45443771;10,11694855
1215;16157;Palosco - Biblioteca Comunale;PALOSCO;BG;24050;VIALE PAPA GIOVANNI XXIII 45;180;13465;45842,58;45,58652902;9,83518566
1216;16024;Bergamo - Biblioteca Comunale Circoscrizionale L. Pelandi;BERGAMO;BG;24123;VIA CORRIDONI 28;567;21204;;45,7068364;9,68951078
1217;16204;Sovere - Biblioteca Civica Piero Guizzetti;SOVERE;BG;24060;VIA SAN GREGORIO 35;240;12995;33223,83;45,82448874;10,02376392
1218;15116;Lainate - Biblioteca Comunale - Sede decentrata di Barbaiana;LAINATE;MI;20020;VIA SAN BERNARDO (CENTRO CIVICO) ;233;4937;6800;45,54756285;9,0159695
1219;16118;Gromo - Biblioteca Comunale;GROMO;BG;24020;VIA DE MARCHI 1;150;6993;24028,22;45,9688772;9,92829589
1220;16180;Riva di Solto - Biblioteca Comunale;RIVA DI SOLTO;BG;24060;VIA PAPA GIOVANNI XXIII 22;50;3238;1333,36;45,77452105;10,0392995
1221;16150;Orio al Serio - Biblioteca Comunale;ORIO AL SERIO;BG;24050;VIA DANTE ALIGHIERI 2;318;9718;41791,13;45,67722509;9,69240035
1222;15195;San Giuliano Milanese - Sede decentrata di Sesto Ulteriano;SAN GIULIANO MILANESE;MI;20098;VIA LOMBARDI 8;120;5020;0;45,39468061;9,24657493
1223;15176;Pogliano Milanese - Biblioteca Comunale;POGLIANO MILANESE;MI;20010;PIAZZA CARLO ALBERTO DALLA CHIESA ;150;17235;37267,79;45,53612555;8,98996432
1224;16153;Osio Sotto - Biblioteca Comunale;OSIO SOTTO;BG;24046;VIA GIACOMO MATTEOTTI 10;325;41760;130150,55;45,61767878;9,59332445
1225;13137;Lurago Marinone - Biblioteca Comunale;LURAGO MARINONE;CO;22070;VIA CASTELLO 2;140;11109;26581,36;45,70573633;8,98295441
1226;97029;Cremeno - Biblioteca Comunale;CREMENO;LC;23814;PIAZZA SANTA MARIA 2;130;6964;36469,23;45,92714337;9,46033513
1227;15146;Milano - Biblioteca Comunale Rionale Lorenteggio;MILANO;MI;20131;VIA ODAZIO 9;220;16166;;45,44751635;9,13405889
1228;16216;Torre de' Roveri - Biblioteca Comunale;TORRE DE' ROVERI;BG;24060;VIA PAPA GIOVANNI XXIII N. 2 ;140;12586;23566,31;45,69992021;9,77113105
1229;15113;Inveruno - Biblioteca Comunale;INVERUNO;MI;20010;LARGO PERTINI 2 ;620;343179;138518,6;45,51326085;8,85214478
1230;17029;Brescia - Biblioteca Comunale Parco Gallo;BRESCIA;BS;25127;VIA PRIVATA DE VITALIS 46;410;22007;;45,5283904;10,2107583
1231;17014;Bedizzole - Biblioteca Comunale Primo Levi;BEDIZZOLE;BS;25081;VIA ALCIDE DE GASPERI 2 ;734;26352;133896,96;45,50712425;10,42364166
1232;17057;Collebeato - Biblioteca Comunale;COLLEBEATO;BS;25060;VIA G. MARTINENGO 8;167;19472;46916;45,58411735;10,21291744
1233;16024;Bergamo - Biblioteca Comunale Circoscrizionale Valtesse;BERGAMO;BG;24123;VIA RUGGERI DA STABELLO 34;217;15383;;45,71744383;9,66267357
1234;14063;Talamona - Biblioteca Comunale;TALAMONA;SO;23018;VIA DON CUSINI 49;250;12197;33901,85;46,13511274;9,60920499
1235;12137;Venegono Superiore - Biblioteca Comunale;VENEGONO SUPERIORE;VA;21040;PIAZZA SAN GIORGIO 1;167;35810;65769,24;45,7549015;8,89997684
1236;16241;Villa d'Ogna - Biblioteca Comunale;VILLA D'OGNA;BG;24020;LARGO EUROPA 156;140;9552;20870,89;45,93842;9,9307923
1237;18176;Vidigulfo - Biblioteca Comunale;VIDIGULFO;PV;27018;VIA MARCONI ;230;10289;15120,97;45,29387804;9,23632812
1238;108006;Bellusco - Biblioteca Comunale;BELLUSCO;MB;20040;CORTE DEI FRATI ;270;26828;68569;;
1239;18062;Ferrera Erbognone - Biblioteca Comunale;FERRERA ERBOGNONE;PV;27032;VIA ROMA 10;160;2660;23878,24;45,11339741;8,86281942
1240;12142;Maccagno con Pino e Veddasca - Biblioteca Comunale;MACCAGNO CON PINO E VEDDASCA;VA;21061;VIA LEOPOLDO GIAMPAOLO ;20;0;765,3;46,04104133;8,7326789
1241;98056;Tavazzano con Villavesco - Biblioteca Comunale;TAVAZZANO CON VILLAVESCO;LO;26838;VIA EMILIA 4;360;13538;35389,45;45,3291502;9,40557474
1242;16139;Montello - Biblioteca Comunale;MONTELLO;BG;24060;VIA S. ANTONINO 5;300;10241;40814,41;45,66970522;9,80718595
1243;12050;Cislago - Biblioteca Comunale;CISLAGO;VA;21040;VIA MAGENTA 128;174;22573;58185,21;45,65643432;8,97157605
1244;20063;Solferino - Biblioteca Comunale;SOLFERINO;MN;46040;VIA CAVRIANA 63;101;12488;24800;45,3652193;10,56773409
1245;17094;Losine - Biblioteca Comunale;LOSINE;BS;25050;VIA PRUDENZINI 22;174;1830;2096,6;45,98446101;10,31785687
1246;17077;Gavardo - Biblioteca Comunale;GAVARDO;BS;25085;PIAZZA FANTI D'ITALIA 1;440;44598;144953,83;45,58254693;10,43747549
1247;17029;Brescia - Biblioteca di Scienze Sociali e Biblioteconomiche Ial Cisl Lombardia;BRESCIA;BS;25127;VIA CASTELLINI 7;177;20468;53955;45,53404159;10,23579198
1248;12109;Origgio - Biblioteca Comunale;ORIGGIO;VA;21040;VIA AI BOSCHI 17;360;36599;211171,63;45,59854193;9,01665044
1249;17163;Rodengo Saiano - Biblioteca Comunale Antonino Caponnetto;RODENGO SAIANO;BS;25050;VIA BRESCIA 2;335;22682;69018,23;45,59653797;10,10874824
1250;12114;Porto Valtravaglia - Biblioteca Comunale;PORTO VALTRAVAGLIA;VA;21010;VIA ROMA 47;176;29606;21434;45,9607423;8,6805419
1251;108019;Cesano Maderno - Biblioteca Comunale;CESANO MADERNO;MB;20031;VIA BORROMEO 5;400;48730;286058,12;45,62950339;9,14662195
1252;15182;Rho - Biblioteca Centrale di prestito;RHO;MI;20017;CORSO EUROPA 291;200;6926;15000;45,53357243;9,03056868
1253;20020;Commessaggio - Biblioteca Comunale;COMMESSAGGIO;MN;46010;VIA SILVINO CAMICIA 33 ;80;5311;12194,4;;
1254;16005;Almè - Biblioteca Civica;ALME;BG;24011;PIAZZA LEMINE 5;345;26271;59960,54;45,78977;9,6154249
1255;16160;Pedrengo - Biblioteca Comunale;PEDRENGO;BG;24066;VIA GARDINI 4;384;27817;73345,41;45,69969685;9,73011159
1256;97022;Civate - Biblioteca Comunale;CIVATE;LC;23862;VIA CA NOVA 1 ;221;9746;45471,04;45,828615;9,34441534
1257;15167;Pantigliate - Biblioteca Comunale;PANTIGLIATE;MI;20090;VIALE RISORGIMENTO 34;250;11895;45687,63;45,43522339;9,35176956
1258;20064;Sustinente - Biblioteca Comunale;SUSTINENTE;MN;46030;VIA XX SETTEMBRE 66;54;3663;16728,7;45,06856867;11,02206541
1259;15150;Morimondo - Biblioteca Fondazione Abbatia Sancte Marie De Morimundo;MORIMONDO;MI;20081;PIAZZA MUNICIPIO 6;20;1389;;45,35224655;8,95449935
1260;19090;San Giovanni in Croce - Biblioteca Comunale;SAN GIOVANNI IN CROCE;CR;26037;VIA FEUDATARI 25;162;9803;27024,29;45,07688804;10,37219133
1261;13138;Lurate Caccivio - Biblioteca Comunale;LURATE CACCIVIO;CO;22075;LARGO CADUTI PER LA PACE ;335;55478;111426,56;45,76977043;8,99413601
1262;20032;Mariana Mantovana - Biblioteca Comunale;MARIANA MANTOVANA;MN;46010;PIAZZA CASTELLO 3;50;5111;14552;45,19331986;10,48673847
1263;97086;Vercurago - Biblioteca Comunale;VERCURAGO;LC;23808;VIA C. CITTADINI 5;403;13698;34456;45,81253886;9,42587302
1264;17039;Carpenedolo - Biblioteca Comunale;CARPENEDOLO;BS;25013;PIAZZA MARTIRI DELLA LIBERTA' 5;300;22893;78038,78;45,36497438;10,42907667
1265;12058;Cuasso al Monte - Biblioteca Comunale;CUASSO AL MONTE;VA;21050;VIA MADONNA 19;80;9966;9256,84;45,8935048;8,8803917
1266;15022;Besate - Biblioteca Comunale;BESATE;MI;20080;VIA DEI MULINI 4;100;10274;20217,6;45,31245885;8,97405984
1267;19036;Cremona - Centro fumetto Andrea Pazienza;CREMONA;CR;26100;PIAZZA GIOVANNI XXIII 1;200;15185;51966,88;45,13740095;10,0254009
1268;108027;Limbiate - Biblioteca Comunale;LIMBIATE;MB;20051;VIA DANTE ALIGHIERI 38;675;47666;285518,83;45,60119432;9,11971852
1269;16127;Locatello - Biblioteca Comunale;LOCATELLO;BG;24030;PIAZZA LIBERTA 4;80;5557;8759,54;45,83527714;9,53466781
1270;16011;Arcene - Biblioteca Comunale;ARCENE;BG;24040;VIA GIOSUE CARDUCCI 1;298;14738;44434,82;45,57473045;9,61515098
1271;13102;Fino Mornasco - Biblioteca Comunale;FINO MORNASCO;CO;22073;VIA TRENTO 12;435;40687;138388,4;45,74505131;9,0485312
1272;19110;Trigolo - Biblioteca Comunale;TRIGOLO;CR;26018;VIA ROMA 26;102;6680;21051,88;45,32834207;9,81493006
1273;20023;Felonica - Biblioteca Comunale Cesare Zavattini;FELONICA;MN;46022;PIAZZA MUNICIPIO 15;256;18798;34017,59;44,98288032;11,35251326
1274;12087;Laveno Mombello - Museo Internazionale Design Ceramico;LAVENO MOMBELLO;VA;21014;PALAZZO PERABO' ;385;1054;;;
1275;16005;Almè - Biblioteca Civica;ALME;BG;24011;PIAZZA LEMINE 5;345;26271;59960,54;45,78977;9,6154249
1276;13222;Tavernerio - Biblioteca Comunale;TAVERNERIO;CO;22038;VIA RISORGIMENTO 21;95;14503;25381,4;45,79811335;9,15127356
1277;16043;Calcinate - Biblioteca Comunale;CALCINATE;BG;24050;PIAZZA SAN ROCCO 4;200;10391;49736,41;45,61969615;9,79841587
1278;17007;Artogne - Biblioteca Comunale;ARTOGNE;BS;25040;VIA IV NOVEMBRE 8;133;10461;20965,13;45,8495416;10,16508049
1279;16251;Solza - Biblioteca Comunale;SOLZA;BG;24030;PIAZZA BARTOLOMEO COLLEONI 2;316;7484;12633,97;45,67753377;9,48897991
1280;12133;Varese - Biblioteca Comunale dei Ragazzi;VARESE;VA;21100;VIA CAIROLI 16;180;21242;37984,53;45,8214059;8,83461535
1281;16246;Zogno - Biblioteca Scolastica Istituto di istruzione Superiore D. M. Turoldo;ZOGNO;BG;24019;VIA RONCO 11;72;7834;2291;45,73226;9,6721632
1282;15077;Cinisello Balsamo - Biblioteca Comunale;CINISELLO BALSAMO;MI;20092;PIAZZA CONFALONIERI 3 ;6622;120395;1936018,83;45,5585525;9,21433025
1283;17008;Azzano Mella - Biblioteca Comunale;AZZANO MELLA;BS;25020;VIA VITTORIO VENETO 2;45;8280;20747,88;45,45443771;10,11694855
1284;20039;Pegognaga - Biblioteca Comunale;PEGOGNAGA;MN;46020; P.ZZA VITTORIO VENETO 14;1005;29098;210699,71;44,99655349;10,86022469
1285;17125;Orzinuovi - Biblioteca Comunale;ORZINUOVI;BS;25034;PIAZZA GARIBALDI ;452;27875;95362,56;45,40360407;9,92472383
1286;17085;Iseo - Biblioteca Comunale;ISEO;BS;25049;VIA RAMPA CAPPUCCINI 3;400;25975;68800;45,65857761;10,04980909
1287;13100;Fenegrò - Biblioteca Comunale;FENEGRA;CO;22070;VIA ROMA 22;120;8536;2237,19;45,74425;8,9984391
1288;17181;Sonico - Biblioteca Comunale;SONICO;BS;25048;VIA MILLER ;85;4195;8600,78;46,16148559;10,35377239
1289;14075;Verceia - Biblioteca Comunale;VERCEIA;SO;23020;PIAZZA EUROPA 3;150;3603;21581;46,19798954;9,45145848
1290;20070;Volta Mantovana - Biblioteca Comunale;VOLTA MANTOVANA;MN;46049;VIA B.P. MONTALDI 15;300;13095;18741,2;45,32090589;10,65879991
1291;17099;Mairano - Biblioteca Comunale;MAIRANO;BS;25030;VIA MAZZINI 3;130;12797;22692,11;;
1292;12096;Malnate - Biblioteca Comunale;MALNATE;VA;21046;VIA ALESSANDRO VOLTA 2;150;22335;74178,05;45,80084773;8,87838591
1293;20044;Ponti sul Mincio - Biblioteca Comunale;PONTI SUL MINCIO;MN;46040;VIA MARCONI 38;260;8159;21307,91;45,41085422;10,68736872
1294;108050;Vimercate - Biblioteca Comunale;VIMERCATE;MB;20059;PIAZZA UNITA D'ITALIA 2;3182;83336;588174;45,61384883;9,37013091
1295;14045;Morbegno - Biblioteca Comunale Ezio Vanoni;MORBEGNO;SO;23017;VIA PRETORIO 21;460;45563;180711,64;46,13071235;9,56848491
1296;17069;Erbusco - Biblioteca Comunale;ERBUSCO;BS;25030;VIA CASTELLO 23;306;14945;30510;45,5990261;9,97555585
1297;20030;Grande Mantova;MANTOVA;MN;46100;CORSO GIUSEPPE GARIBALDI 88;70;0;;45,14873758;10,79586182
1298;15202;San Zenone al Lambro - Biblioteca Comunale;SAN ZENONE AL LAMBRO;MI;20070;PIAZZETTA MERIDIANA 17;160;11787;45518,04;45,32406795;9,3570417
1299;20042;Poggio Rusco - Biblioteca Comunale;POGGIO RUSCO;MN;46025;PIAZZA I MAGGIO 9;442;39552;86099,64;44,97752534;11,11911533
1300;15055;Casarile - Biblioteca Comunale;CASARILE;MI;20080;VIA C.A. DALLA CHIESA 37 ;100;8557;34094,8;45,31929185;9,10168663
1301;16211;Tavernola Bergamasca - Biblioteca Comunale;TAVERNOLA BERGAMASCA;BG;24060;VIA ROMA ;75;5347;21768;45,70851655;10,04668207
1302;20036;Monzambano - Biblioteca Comunale;MONZAMBANO;MN;46040;PIAZZA BEATO ZEFIRINO AGOSTINI ;1300;9679;27070,9;;
1303;16148;Oneta - Biblioteca Comunale;ONETA;BG;24020;VIA GUGLIELMO MARCONI 9;30;2295;4472,6;45,87122493;9,81910204
1304;108031;Mezzago - Biblioteca Comunale;MEZZAGO;MB;20050;VIA STEFANO BIFFI 32;763;25982;114532;45,6264189;9,44384701
1305;18177;"Vigevano - Biblioteca dei Ragazzi ""Gianni Cordone""";VIGEVANO;PV;27029;VIA BOLDRINI 1;295;29325;90662;45,31553984;8,85478658
1306;16079;Cologno al Serio - Biblioteca Comunale;COLOGNO AL SERIO;BG;24055;PIAZZA GIUSEPPE GARIBALDI 5;276;24089;84460,69;45,57928098;9,70544945
1307;20051;Rodigo - Biblioteca Comunale Lodovico Galassi;RODIGO;MN;46040;PIAZZA BALESTRA 1;200;10324;;;
1308;15093;Corsico - Biblioteca Comunale dei Ragazzi;CORSICO;MI;20094;VIA CURIEL 23;190;7929;;;
1309;17106;Marone - Biblioteca Comunale;MARONE;BS;25054;VIA ROMA 42;328;11744;41630,35;45,73885725;10,09239337
1310;97005;Barzago - Biblioteca Comunale Italo Calvino;BARZAGO;LC;23890;VIA DANTE ALIGHIERI 1;160;11711;30353,7;45,75503645;9,31716339
1311;98061;Zelo Buon Persico - Biblioteca Comunale;ZELO BUON PERSICO;LO;26839;VIA DANTE 7;63;5920;15997,25;45,41249424;9,4302385
1312;13251;Colverde - Biblioteca Comunale - fraz. Gironico;COLVERDE;CO;22041;VIA ROMA 310;220;10413;;45,7994871;9,00342946
1313;17017;Berzo Inferiore - Biblioteca Comunale;BERZO INFERIORE;BS;25040;PIAZZA UMBERTO I ;280;6603;17845,69;45,9325709;10,2784258
1314;13075;Como - Biblioteca della Casa Circondariale di Como;COMO;CO;22100;VIA BASSONE 11;300;15058;0;45,77122242;9,08159218
1315;17193;Vallio - Biblioteca Comunale;VALLIO TERME;BS;25080;VIA XXV APRILE 4;101;4550;9743;45,61022984;10,3900092
1316;17195;Verolanuova - Biblioteca Comunale;VEROLANUOVA;BS;25028;VIA SEMENZA 2;640;32332;84058,01;45,32629477;10,07437629
1317;15191;San Colombano al Lambro - Biblioteca Comunale;SAN COLOMBANO AL LAMBRO;MI;20078;VIA G. MONTI 47;171;11932;38774,24;45,1812475;9,48927379
1318;18122;Rivanazzano Terme - Biblioteca Comunale;RIVANAZZANO TERME;PV;27055;VIA INDIPENDENZA 14;371;38995;51986,25;44,93052405;9,01644327
1319;20030;Mantova - Centro di lettura Te Brunetti;MANTOVA;MN;46100;VIA FACCIOTTO 5;120;14094;5000;45,14612554;10,78755779
1320;16024;Bergamo - Biblioteca Comunale A. Tiraboschi;BERGAMO;BG;24123;VIA SAN BERNARDINO 74;3747;129413;;45,68785599;9,66298072
1321;15146;Milano - Civica Biblioteca  Archeologica e Numismatica;MILANO;MI;20131;CASTELLO SFORZESCO CORTILE DELLE ARMI PIAZZA CASTELLO 1;467;37241;;45,46867916;9,18099845
1322;98041;Mulazzano - Biblioteca Comunale;MULAZZANO;LO;26837;VIA LEOPARDI 7;110;6300;16222,95;;
1323;17167;Rudiano - Biblioteca Comunale;RUDIANO;BS;25030;VICOLO ASILO 10;225;16087;52747,03;45,48778754;9,88386261
1324;18110;Pavia - Biblioteca Comunale dei Ragazzi;PAVIA;PV;27100;VIA VOLTA 31;200;22260;;45,18649042;9,16207593
1325;97007;Barzio - Biblioteca Comunale;BARZIO;LC;23816;VIA ALESSANDRO MANZONI 12;400;24793;46215,93;45,94623942;9,46907197
1326;15078;Cisliano - Biblioteca Comunale;CISLIANO;MI;20080;VIA ARRIGONI 12;621;10129;28894;45,42278;8,9929693
1327;20040;Pieve di Coriano - Biblioteca Comunale;PIEVE DI CORIANO;MN;46020;VIA ANTONIO GRAMSCI ;150;2909;5355,2;45,03412699;11,10702113
1328;97061;Osnago - Biblioteca Comunale Primo Levi;OSNAGO;LC;23875;PIAZZA DANTE ;174;18754;67260,78;45,67753084;9,39012219
1329;13032;Brunate - Biblioteca Comunale;BRUNATE;CO;22034;VIA FUNICOLARE 16;477;23855;63351,14;45,81954124;9,09567888
1330;15024;Binasco - Biblioteca Comunale;BINASCO;MI;20082;CASTELLO VISCONTEO ;60;19390;79800,8;45,33793169;9,09883651
1331;17194;Valvestino - Biblioteca Comunale;VALVESTINO;BS;25080;VIA PROVINCIALE 1;210;11657;1472,44;;
1332;18136;San Giorgio di Lomellina - Biblioteca Comunale;SAN GIORGIO DI LOMELLINA;PV;27020;PIAZZA PIETRO CORTI SNC ;110;8311;11619;45,17428156;8,79111412
1333;108019;Cesano Maderno - Biblioteca Comunale;CESANO MADERNO;MB;20031;VIA BORROMEO 5;400;48730;286058,12;45,62950339;9,14662195
1334;18053;Copiano - Biblioteca Comunale;COPIANO;PV;27010;PIAZZA MUNICIPIO 1 ;50;3075;383,88;45,19571561;9,32142379
1335;20024;Gazoldo degli Ippoliti - Biblioteca Comunale;GAZOLDO DEGLI IPPOLITI;MN;46040;  ;137;7920;24322,85;;
1336;12086;Lavena Ponte Tresa - Biblioteca Comunale;LAVENA PONTE TRESA;VA;21037;VIA MENEGANTI 2;1219;12020;40642,9;45,96754389;8,85696788
1337;12072;Gavirate - Biblioteca ISIS Edith Stein IES;GAVIRATE;VA;21026;VIA GELSOMINI 14;160;12834;104700;45,84884471;8,70328005
1338;16053;Caravaggio - Biblioteca Comunale Banfi;CARAVAGGIO;BG;24043;VIALE PAPA GIOVANNI XXIII 17;577;60613;146463,24;45,49237585;9,64002204
1339;12110;Orino - Biblioteca Comunale;ORINO;VA;21030;VIA SAN LORENZO ;0;352;8325,53;45,88221877;8,71590176
1340;108020;Cogliate - Biblioteca Comunale;COGLIATE;MB;20020;VIA RIMEMBRANZE 13;307;16014;28426,12;45,64810159;9,07881603
1341;20025;Gazzuolo - Biblioteca Comunale;GAZZUOLO;MN;46010;VIA ROMA 19;167;9421;27043,37;45,06919486;10,5833332
1342;18111;Pietra de' Giorgi - Biblioteca Comunale Renato Moretti;PIETRA DE' GIORGI;PV;27040;PIAZZA DON VALENTINO ARPESELLA ;65;3993;523,8;45,02042271;9,23068035
1343;20026;Goito - Biblioteca Comunale;GOITO;MN;46044;VIA DANTE ALIGHIERI 47;351;22572;100884,36;45,25689458;10,67412339
1344;108028;Lissone - Biblioteca Comunale;LISSONE;MB;20035;PIAZZA IV NOVEMBRE 2;2574;94895;522496,69;45,60954484;9,24385868
1345;16111;Gazzaniga - Biblioteca Comunale;GAZZANIGA;BG;24025;VIA GIUSEPPE MAZZINI 9;524;45605;94845,23;45,79650997;9,8362614
1346;98046;Salerano sul Lambro - Biblioteca Comunale;SALERANO SUL LAMBRO;LO;26857;VIA LUIGI CADORNA 2;220;7648;13285;45,29634975;9,38606199
1347;12047;Castronno - Biblioteca Comunale;CASTRONNO;VA;21040;PIAZZA DEL COMUNE 1;201;16977;41789,5;45,74690843;8,8135978
1348;19036;Cremona - Biblioteca del Centro di Documentazione Ambientale;CREMONA;CR;26100;VIA SESTO 41;187;12508;31000;45,1463307;10,00060179
1349;16024;Bergamo - Biblioteca Comunale Rionale Betty Ambiveri;BERGAMO;BG;24123;VIA PIACENTINI 5;247;18595;;45,68521474;9,69093556
1350;108035;Nova Milanese - Biblioteca Civica popolare;NOVA MILANESE;MB;20054;PIAZZETTA VERTUA PRINETTI 4 ;275;27582;154160,85;45,58880765;9,19825402
1351;17006;Angolo Terme - Biblioteca Comunale;ANGOLO TERME;BS;25040;VIA REGINA ELENA 116;312;7315;11526,27;45,89251338;10,14475226
1352;13075;Como - Biblioteca Istituto scolastico Matilde di Canossa;COMO;CO;22100;VIA BALESTRA 10;95;15343;10560;45,808267;9,08751872
1353;12044;Castelseprio - Biblioteca Comunale;CASTELSEPRIO;VA;21050;VIA VECCHIO ASILO 32;134;6892;7200,69;;
1354;108018;Ceriano Laghetto - Biblioteca Comunale;CERIANO LAGHETTO;MB;20020;PIAZZA ARMANDO DIAZ 4;600;7872;42797,89;45,62874809;9,08062035
1355;15144;Mesero - Biblioteca Comunale A. Masetti;MESERO;MI;20010;PIAZZA EUROPA ;200;2608;25378;45,50111095;8,85432183
1356;19012;Capergnanica - Biblioteca Comunale;CAPERGNANICA;CR;26010;VIA XI FEBBRAIO 7;100;8153;9546;45,33749242;9,64403116
1357;16219;Treviglio - Biblioteca Comunale Zona Nord;TREVIGLIO;BG;24047;VIA PONTIROLO 29;75;9796;;45,53306465;9,58941658
